0.9256500000000067	0.9256500000000067	b,,6
1.8513000000000135	1.8513000000000135	b
2.7769500000000202	2.7769500000000202	b
3.702600000000027	3.702600000000027	db,4/4
4.628250000000033	4.628250000000033	b
5.5539000000000405	5.5539000000000405	b
6.479550000000048	6.479550000000048	b
7.405200000000054	7.405200000000054	db
8.33085000000006	8.33085000000006	b
9.256500000000067	9.256500000000067	b
10.182150000000075	10.182150000000075	b
11.107800000000081	11.107800000000081	db
12.033450000000087	12.033450000000087	b
12.959100000000095	12.959100000000095	b
13.884750000000102	13.884750000000102	b
14.810400000000108	14.810400000000108	db
15.736050000000114	15.736050000000114	b
16.66170000000012	16.66170000000012	b
17.58735000000013	17.58735000000013	b
18.513000000000133	18.513000000000133	db
19.43865000000014	19.43865000000014	b
20.36430000000015	20.36430000000015	b
21.289950000000154	21.289950000000154	b
22.215600000000162	22.215600000000162	db
23.14125000000017	23.14125000000017	b
24.066900000000174	24.066900000000174	b
24.992550000000183	24.992550000000183	b
25.91820000000019	25.91820000000019	db
26.843850000000195	26.843850000000195	b
27.769500000000203	27.769500000000203	b
28.695150000000208	28.695150000000208	b
29.620800000000216	29.620800000000216	db
30.546450000000224	30.546450000000224	b
31.47210000000023	31.47210000000023	b
32.39775000000024	32.39775000000024	b
33.32340000000024	33.32340000000024	db
34.24905000000025	34.24905000000025	b
35.17470000000026	35.17470000000026	b
36.10035000000026	36.10035000000026	b
37.026000000000266	37.026000000000266	db
37.95165000000028	37.95165000000028	b
38.87730000000028	38.87730000000028	b
39.80295000000029	39.80295000000029	b
40.7286000000003	40.7286000000003	db
41.6542500000003	41.6542500000003	b
42.57990000000031	42.57990000000031	b
43.50555000000032	43.50555000000032	b
44.431200000000324	44.431200000000324	db
45.35685000000033	45.35685000000033	b
46.28250000000034	46.28250000000034	b
47.208150000000344	47.208150000000344	b
48.13380000000035	48.13380000000035	db
49.05945000000036	49.05945000000036	b
49.985100000000365	49.985100000000365	b
50.91075000000037	50.91075000000037	b
51.83640000000038	51.83640000000038	db
52.762050000000386	52.762050000000386	b
53.68770000000039	53.68770000000039	b
54.613350000000395	54.613350000000395	b
55.53900000000041	55.53900000000041	db
56.46465000000041	56.46465000000041	b
57.390300000000416	57.390300000000416	b
58.31595000000043	58.31595000000043	b
59.24160000000043	59.24160000000043	db
60.167250000000436	60.167250000000436	b
61.09290000000045	61.09290000000045	b
62.01855000000045	62.01855000000045	b
62.94420000000046	62.94420000000046	db
63.86985000000047	63.86985000000047	b
64.79550000000047	64.79550000000047	b
65.72115000000048	65.72115000000048	b
66.64680000000048	66.64680000000048	db
67.57245000000049	67.57245000000049	b
68.4981000000005	68.4981000000005	b
69.42375000000051	69.42375000000051	b
70.34940000000051	70.34940000000051	db
71.27505000000052	71.27505000000052	b
72.20070000000052	72.20070000000052	b
73.12635000000053	73.12635000000053	b
74.05200000000053	74.05200000000053	db
74.97765000000055	74.97765000000055	b
75.90330000000056	75.90330000000056	b
76.82895000000056	76.82895000000056	b
77.75460000000056	77.75460000000056	db
78.68025000000057	78.68025000000057	b
79.60590000000057	79.60590000000057	b
80.53155000000059	80.53155000000059	b
81.4572000000006	81.4572000000006	db
82.3828500000006	82.3828500000006	b
83.3085000000006	83.3085000000006	b
84.23415000000061	84.23415000000061	b
85.15980000000062	85.15980000000062	db
86.08545000000063	86.08545000000063	b
87.01110000000064	87.01110000000064	b
87.93675000000064	87.93675000000064	b
88.86240000000065	88.86240000000065	db
89.78805000000065	89.78805000000065	b
90.71370000000066	90.71370000000066	b
91.63935000000066	91.63935000000066	b
92.56500000000068	92.56500000000068	db
93.49065000000068	93.49065000000068	b
94.41630000000069	94.41630000000069	b
95.3419500000007	95.3419500000007	b
96.2676000000007	96.2676000000007	db
97.1932500000007	97.1932500000007	b
98.11890000000072	98.11890000000072	b
99.04455000000073	99.04455000000073	b
99.97020000000073	99.97020000000073	db
100.89585000000073	100.89585000000073	b
101.82150000000074	101.82150000000074	b
102.74715000000074	102.74715000000074	b
103.67280000000076	103.67280000000076	db
104.59845000000077	104.59845000000077	b
105.52410000000077	105.52410000000077	b
106.44975000000078	106.44975000000078	b
107.37540000000078	107.37540000000078	db
108.30105000000079	108.30105000000079	b
109.22670000000079	109.22670000000079	b
110.15235000000081	110.15235000000081	b
111.07800000000081	111.07800000000081	db
112.00365000000082	112.00365000000082	b
112.92930000000082	112.92930000000082	b
113.85495000000083	113.85495000000083	b
114.78060000000083	114.78060000000083	db
115.70625000000085	115.70625000000085	b
116.63190000000085	116.63190000000085	b
117.55755000000086	117.55755000000086	b
118.48320000000086	118.48320000000086	db
119.40885000000087	119.40885000000087	b
120.33450000000087	120.33450000000087	b
121.26015000000088	121.26015000000088	b
122.1858000000009	122.1858000000009	db
123.1114500000009	123.1114500000009	b
124.0371000000009	124.0371000000009	b
124.96275000000091	124.96275000000091	b
125.88840000000091	125.88840000000091	db
